Opponent,Turns,Map,Avarage turn time
java GreedyBot2,88,maps/8planets/map3.txt,0
java GreedyBot4,13,maps/8planets/map3.txt,2
java GreedyBot5,10,maps/8planets/map2.txt,3
java GreedyBot5,10,maps/8planets/map3.txt,2
java GreedyBot5,10,maps/8planets/map1.txt,2
java GreedyBot6,13,maps/8planets/map3.txt,1
java GreedyBot6,10,maps/8planets/map2.txt,3
java GreedyBot6,9,maps/8planets/map2.txt,2
java GreedyBot7,10,maps/8planets/map1.txt,2
java GreedyBot7,10,maps/8planets/map3.txt,2
java GreedyBot7,12,maps/8planets/map2.txt,2
java GreedyBot8,12,maps/8planets/map1.txt,2
java GreedyBot8,12,maps/8planets/map2.txt,2
java GreedyBot8,10,maps/8planets/map3.txt,2
java GreedyBot9,12,maps/8planets/map3.txt,1
java GreedyBot9,12,maps/8planets/map1.txt,1
java GreedyBot9,12,maps/8planets/map2.txt,1
java GreedyBot10,10,maps/8planets/map2.txt,2
java GreedyBot10,9,maps/8planets/map3.txt,2
java GreedyBot10,10,maps/8planets/map3.txt,2
java GreedyBot10,9,maps/8planets/map2.txt,2
java GreedyBot10,10,maps/8planets/map1.txt,2
java GreedyBot10,9,maps/8planets/map1.txt,2
java GreedyBot11,9,maps/8planets/map1.txt,2
java GreedyBot11,10,maps/8planets/map3.txt,2
java GreedyBot11,9,maps/8planets/map3.txt,2
java GreedyBot11,10,maps/8planets/map1.txt,2
java GreedyBot11,9,maps/8planets/map2.txt,3
java GreedyBot11,10,maps/8planets/map2.txt,2
java GreedyBot14,13,maps/8planets/map3.txt,1
java GreedyBot14,9,maps/8planets/map2.txt,2
java GreedyBot14,10,maps/8planets/map2.txt,2
java GreedyBot15,13,maps/8planets/map3.txt,1
java GreedyBot15,9,maps/8planets/map2.txt,2
java GreedyBot15,10,maps/8planets/map2.txt,2
